begintrip_at,begintrip_lat,begintrip_lng,dropoff_lat,dropoff_lng,uid
2015-02-07_03:16:23,36.1651,-86.7018,36.1705,-86.7093,882
2015-02-01_06:52:24,36.1783,-86.6985,36.1687,-86.7013,aee
2015-02-13_03:59:44,36.1552,-86.7118,36.1624,-86.7366,4c2
2015-02-02_15:51:48,36.1908,-86.7007,36.1555,-86.7123,480
2015-02-11_11:16:48,36.1496,-86.7161,36.165,-86.7727,ab4
2015-02-01_03:03:11,36.1553,-86.7317,36.1719,-86.7588,15a
2015-02-19_22:50:24,36.1737,-86.7554,36.1656,-86.7403,f16
2015-02-05_16:05:31,36.1732,-86.6869,36.179,-86.6975,5e0
2015-02-13_03:32:56,36.1888,-86.6891,36.1634,-86.663,b26
2015-02-19_21:22:09,36.1697,-86.6937,36.1559,-86.7114,a32
2015-02-02_13:26:09,36.1781,-86.6788,36.1898,-86.6976,42a
2015-02-12_16:10:30,36.1684,-86.7577,36.1882,-86.7171,02c
2015-02-19_18:09:12,36.1722,-86.6965,36.1666,-86.6873,3ce
2015-02-09_17:10:01,36.1672,-86.7472,36.1539,-86.7177,3d0
2015-02-15_04:40:32,36.156,-86.7306,36.1676,-86.703,440
2015-02-11_05:06:38,36.1684,-86.7525,36.1649,-86.7399,660
2015-02-22_15:58:05,36.1487,-86.7211,36.1692,-86.7482,d74
2015-02-22_06:38:51,36.1559,-86.7325,36.1657,-86.7016,1a0
2015-02-07_03:30:08,36.1878,-86.6899,36.1688,-86.6987,5f0
2015-02-20_02:40:05,36.1648,-86.7378,36.1543,-86.7375,c82
2015-02-19_18:02:18,36.1785,-86.7564,36.1645,-86.7524,15e
2015-02-27_06:41:38,36.1678,-86.7035,36.1655,-86.6958,110
2015-02-08_03:56:20,36.1635,-86.7422,36.1635,-86.7422,e7c
2015-02-12_03:40:49,36.1657,-86.7408,36.1797,-86.6793,650
2015-02-03_23:02:24,36.168,-86.7536,36.1853,-86.6936,d10
2015-02-28_03:24:28,36.1596,-86.7111,36.1539,-86.651,10c
2015-02-01_02:17:13,36.1606,-86.7083,36.183,-86.7174,654
2015-02-28_05:37:47,36.179,-86.6796,36.1758,-86.6953,b58
2015-02-26_03:57:46,36.176,-86.6783,36.1607,-86.6624,4f6
2015-02-21_10:37:24,36.168,-86.6824,36.1792,-86.6902,808
2015-02-08_06:35:50,36.1711,-86.7066,36.1685,-86.7012,a4c
2015-02-09_21:20:40,36.1705,-86.745,36.1603,-86.7018,f46
2015-02-07_05:36:10,36.156,-86.7326,36.1665,-86.7358,7f6
2015-02-21_07:06:35,36.1749,-86.6786,36.1731,-86.6797,55c
2015-02-23_13:37:18,36.1732,-86.752,36.1654,-86.7458,eda
2015-02-28_09:41:29,36.1623,-86.7008,36.1683,-86.7014,d6e
2015-02-12_08:03:28,36.1671,-86.7468,36.1519,-86.7179,696
2015-02-01_07:37:10,36.1559,-86.7278,36.1705,-86.7915,5ae
2015-02-20_00:26:36,36.1661,-86.755,36.1509,-86.7203,cb6
2015-02-16_01:29:30,36.1716,-86.7425,36.1731,-86.6816,776
2015-02-15_01:40:44,36.1888,-86.698,36.181,-86.7132,c7e
2015-02-04_21:10:53,36.1702,-86.6869,36.1801,-86.6821,0c8
2015-02-11_19:37:40,36.1734,-86.7552,36.1757,-86.734,c76
2015-02-08_05:50:41,36.1559,-86.7328,36.1697,-86.7447,d9e
2015-02-07_05:42:37,36.1764,-86.7331,36.1754,-86.6961,da8
2015-02-27_04:41:47,36.1529,-86.7134,36.1649,-86.7735,8fe
2015-02-21_05:33:05,36.1557,-86.7263,36.1531,-86.7299,ada
2015-02-22_05:40:12,36.1609,-86.7567,36.1619,-86.6737,dc4
2015-02-10_19:41:14,36.1831,-86.6609,36.1672,-86.6832,45c
2015-02-22_06:45:09,36.1761,-86.6772,36.1539,-86.7214,440
2015-02-22_15:29:20,36.171,-86.6869,36.1707,-86.7072,a1c
2015-02-16_03:52:26,36.1679,-86.68,36.1763,-86.6775,6ea
2015-02-21_23:07:33,36.1654,-86.6996,36.1703,-86.7118,88a
2015-02-18_20:12:42,36.1763,-86.6766,36.1665,-86.6863,37e
2015-02-21_04:21:27,36.168,-86.7018,36.1914,-86.673,c06
2015-02-25_12:59:00,36.1718,-86.6481,36.1882,-86.6651,22a
2015-02-08_04:25:20,36.1666,-86.7468,36.1559,-86.7312,7c6
2015-02-14_05:53:21,36.1644,-86.7288,36.1777,-86.6867,aee
2015-02-01_05:41:43,36.1559,-86.7324,36.1671,-86.7031,8a8
2015-02-20_16:42:47,36.1797,-86.7502,36.1692,-86.7488,07e
2015-02-08_06:53:14,36.169,-86.7481,36.1591,-86.764,4dc
2015-02-15_12:59:10,36.1713,-86.6931,36.1779,-86.687,9f8
2015-02-25_04:28:21,36.1686,-86.7509,36.1566,-86.7284,278
2015-02-13_12:03:10,36.1718,-86.6982,36.1668,-86.7506,688
2015-02-26_04:33:04,36.168,-86.7019,36.1637,-86.7023,94a
2015-02-12_03:23:37,36.1649,-86.7388,36.1499,-86.7349,266
2015-02-03_16:52:21,36.1899,-86.6764,36.1758,-86.6781,c4e
2015-02-12_21:02:10,36.1626,-86.6652,36.1694,-86.6993,9c4
2015-02-27_04:47:57,36.1664,-86.7441,36.1786,-86.7568,064
2015-02-13_18:00:57,36.1689,-86.7014,36.1784,-86.681,18a
2015-02-01_03:22:09,36.1507,-86.7566,36.1608,-86.7564,f82
2015-02-19_03:33:10,36.1559,-86.7352,36.1763,-86.6722,a30
2015-02-19_22:50:30,36.1697,-86.7468,36.1682,-86.7522,4b4
2015-02-26_04:40:31,36.1675,-86.6853,36.173,-86.6945,0a4
2015-02-13_00:26:15,36.1674,-86.7519,36.2004,-86.7013,8c4
2015-02-20_05:15:21,36.1623,-86.6998,36.17,-86.7429,8bc
2015-02-25_19:11:29,36.1666,-86.7155,36.174,-86.7036,e5c
2015-02-24_22:09:54,36.1665,-86.7525,36.1864,-86.696,a94
2015-02-08_02:43:21,36.1532,-86.6706,36.1639,-86.7352,20c
2015-02-01_03:52:03,36.1694,-86.7483,36.1791,-86.7313,a98
2015-02-07_21:24:09,36.1618,-86.8036,36.1761,-86.7324,482
2015-02-04_14:53:01,36.1676,-86.6836,36.178,-86.6817,b1a
2015-02-28_01:53:42,36.1861,-86.6952,36.1909,-86.7119,260
2015-02-14_05:47:18,36.1558,-86.7116,36.1792,-86.7304,98e
2015-02-15_05:56:58,36.1709,-86.7085,36.1678,-86.6831,ac0
2015-02-20_05:18:45,36.1709,-86.7073,36.1678,-86.7031,ed2
2015-02-08_00:28:56,36.1909,-86.6997,36.1558,-86.7274,34c
2015-02-15_07:23:44,36.1689,-86.748,36.1858,-86.6745,13c
2015-02-27_14:03:22,36.154,-86.7224,36.1639,-86.7501,068
2015-02-21_08:43:15,36.174,-86.6953,36.1702,-86.6871,9ac
2015-02-08_07:26:21,36.1682,-86.7501,36.1682,-86.7502,b5e
2015-02-07_06:17:58,36.1879,-86.6899,36.1757,-86.6787,a32
2015-02-02_23:28:06,36.1676,-86.7577,36.1578,-86.7579,6be
2015-02-16_03:54:32,36.1791,-86.7303,36.1558,-86.7312,6f2
2015-02-20_14:55:13,36.1519,-86.7372,36.1554,-86.72,632
2015-02-11_18:26:27,36.1669,-86.66,36.1701,-86.6864,9a4
2015-02-15_05:20:51,36.1685,-86.7524,36.1822,-86.7668,6c0
2015-02-22_02:29:13,36.1565,-86.7376,36.186,-86.6952,f10
2015-02-05_19:46:09,36.1741,-86.7243,36.1786,-86.7723,11c
2015-02-05_22:56:48,36.1549,-86.752,36.1646,-86.7401,6b8
2015-02-27_02:05:09,36.1693,-86.7481,36.1763,-86.6775,466
2015-02-11_14:13:31,36.1686,-86.7175,36.1674,-86.7028,aea
2015-02-23_01:25:56,36.1588,-86.6685,36.1663,-86.734,0ba
2015-02-21_21:40:33,36.1615,-86.737,36.1762,-86.6766,85c
2015-02-15_20:00:30,36.1667,-86.7471,36.1616,-86.7374,340
2015-02-01_04:46:09,36.1825,-86.6675,36.1558,-86.7256,ac6
2015-02-10_02:05:11,36.162,-86.7635,36.1674,-86.7444,016
2015-02-28_03:45:23,36.17,-86.7455,36.1731,-86.7545,fde
2015-02-19_17:12:36,36.1793,-86.6641,36.1675,-86.6855,ec4
2015-02-14_06:13:14,36.1553,-86.7248,36.1625,-86.7374,b0e
2015-02-13_03:05:03,36.1843,-86.6675,36.1736,-86.6918,8aa
2015-02-15_07:07:46,36.156,-86.7321,36.156,-86.7321,350
2015-02-01_08:43:52,36.183,-86.7175,36.1606,-86.7082,654
2015-02-08_02:51:06,36.1713,-86.7018,36.1743,-86.6929,d5c
2015-02-08_03:08:36,36.1646,-86.6652,36.1741,-86.6759,8e8
2015-02-26_01:25:30,36.1669,-86.7036,36.1682,-86.71,a24
2015-02-26_13:27:07,36.1856,-86.6499,36.1826,-86.6871,5fc
2015-02-07_06:28:37,36.1559,-86.7327,36.1546,-86.7189,4ea
2015-02-24_11:33:10,36.1671,-86.7438,36.1672,-86.7438,5be
2015-02-28_14:54:34,36.1622,-86.7,36.1689,-86.7116,476
2015-02-24_22:06:50,36.1638,-86.7491,36.1703,-86.7335,bd8
2015-02-28_04:05:41,36.1685,-86.703,36.1784,-86.6984,9fa
2015-02-13_02:13:49,36.1676,-86.7507,36.1791,-86.7311,69c
2015-02-12_18:07:28,36.1608,-86.6695,36.1728,-86.6975,504
2015-02-13_04:09:32,36.1801,-86.6729,36.1593,-86.6713,f80
2015-02-07_15:26:29,36.18,-86.6635,36.1762,-86.6771,c44
2015-02-08_15:03:52,36.1577,-86.7582,36.1581,-86.7616,630
2015-02-25_16:03:38,36.185,-86.6847,36.1716,-86.6668,a5c
2015-02-11_23:21:12,36.1676,-86.6834,36.1899,-86.6976,844
2015-02-07_02:31:09,36.1675,-86.7115,36.1763,-86.7328,314
2015-02-01_00:19:36,36.1697,-86.7475,36.1764,-86.7316,e7e
2015-02-01_03:12:24,36.1867,-86.6666,36.1592,-86.6583,058
2015-02-17_20:08:56,36.1667,-86.7038,36.17,-86.6866,4b8
2015-02-13_17:25:56,36.1649,-86.7517,36.1674,-86.7329,6a2
2015-02-21_04:51:40,36.1669,-86.7437,36.1544,-86.7363,f70
2015-02-26_06:12:25,36.1762,-86.6774,36.1813,-86.6567,cc6
2015-02-06_23:15:11,36.1655,-86.754,36.1834,-86.6832,704
2015-02-21_05:30:19,36.176,-86.6772,36.1595,-86.6706,b54
2015-02-17_18:50:06,36.1643,-86.665,36.1709,-86.6954,610
2015-02-21_00:16:12,36.1833,-86.7432,36.1935,-86.7092,856
2015-02-24_00:55:06,36.1645,-86.6982,36.1545,-86.7114,3fa
2015-02-07_06:41:30,36.1726,-86.7735,36.1511,-86.7596,1fe
2015-02-25_14:59:43,36.1545,-86.7257,36.1897,-86.6979,454
2015-02-10_01:56:48,36.189,-86.7012,36.1731,-86.6995,8d2
2015-02-13_16:21:59,36.1669,-86.6884,36.176,-86.6777,8a4
2015-02-11_18:10:21,36.1679,-86.6828,36.1715,-86.6969,844
2015-02-27_14:22:06,36.1666,-86.6577,36.1702,-86.6878,722
2015-02-28_17:54:29,36.1706,-86.6866,36.1555,-86.7239,13c
2015-02-08_03:07:51,36.1652,-86.6994,36.1576,-86.7224,03a
2015-02-26_22:55:09,36.1656,-86.6974,36.1693,-86.7071,07e
2015-02-13_12:40:46,36.1663,-86.7348,36.1666,-86.7501,098
2015-02-28_03:25:31,36.1669,-86.7036,36.1559,-86.731,58e
2015-02-16_05:29:22,36.17,-86.7431,36.163,-86.7355,1a6
2015-02-01_07:17:41,36.156,-86.7303,36.1768,-86.7677,5c2
2015-02-15_15:03:54,36.1623,-86.7361,36.1508,-86.7202,812
2015-02-06_01:33:13,36.1716,-86.7409,36.1693,-86.7528,c58
2015-02-04_23:16:16,36.1851,-86.693,36.1844,-86.677,6d2
2015-02-22_06:19:32,36.1761,-86.6771,36.1761,-86.6771,282
2015-02-11_02:38:04,36.1528,-86.7397,36.1664,-86.7027,fc4
2015-02-07_20:19:16,36.1638,-86.7,36.1745,-86.7344,606
2015-02-23_03:42:10,36.1619,-86.7075,36.1554,-86.7375,884
2015-02-16_05:27:01,36.171,-86.7066,36.1646,-86.6985,2dc
2015-02-22_23:29:22,36.1737,-86.6766,36.1691,-86.6818,924
2015-02-16_22:31:51,36.1544,-86.7134,36.1812,-86.6661,a66
2015-02-24_19:01:28,36.1817,-86.6721,36.1849,-86.673,b38
2015-02-27_04:28:43,36.1557,-86.7115,36.1684,-86.701,b16
2015-02-28_06:40:58,36.183,-86.7174,36.1754,-86.7336,868
2015-02-04_01:42:11,36.1733,-86.7377,36.1535,-86.7294,b7c
2015-02-27_17:56:09,36.176,-86.6773,36.1655,-86.7027,746
2015-02-21_07:04:38,36.1623,-86.7366,36.1538,-86.72,660
2015-02-01_01:46:17,36.1616,-86.7092,36.1642,-86.7006,e1e
2015-02-13_05:07:24,36.1726,-86.7735,36.1622,-86.7,c98
2015-02-27_04:53:38,36.1718,-86.6926,36.1762,-86.6773,ef8
2015-02-21_05:25:55,36.1673,-86.68,36.1691,-86.6707,8d6
2015-02-08_11:40:54,36.1762,-86.6953,36.1702,-86.7411,bda
2015-02-21_03:36:34,36.1633,-86.7004,36.1709,-86.709,882
2015-02-22_21:10:44,36.1671,-86.7032,36.1677,-86.6833,0ba
2015-02-28_08:40:40,36.171,-86.742,36.1733,-86.6797,3e0
2015-02-15_23:32:58,36.1685,-86.751,36.1717,-86.7424,742
2015-02-10_03:33:29,36.1702,-86.688,36.1755,-86.6768,e2c
2015-02-24_15:58:05,36.1835,-86.6763,36.1742,-86.6674,072
2015-02-27_04:45:34,36.1761,-86.6784,36.1652,-86.6983,c3e
2015-02-27_11:53:05,36.1609,-86.7017,36.1676,-86.7448,29e
2015-02-15_15:56:48,36.1639,-86.6987,36.1688,-86.7089,0ca
2015-02-24_18:26:55,36.1717,-86.6939,36.1509,-86.7111,43e
2015-02-15_07:09:54,36.1669,-86.7532,36.1805,-86.6583,d14
2015-02-21_02:49:22,36.1592,-86.7612,36.1712,-86.7632,062
2015-02-05_03:04:06,36.1669,-86.7463,36.168,-86.6772,960
2015-02-18_05:45:49,36.1762,-86.677,36.1655,-86.705,6d2
2015-02-07_03:46:34,36.1824,-86.6807,36.1562,-86.7338,9b0
2015-02-01_04:50:22,36.1557,-86.7244,36.1822,-86.6671,7ce
2015-02-12_20:03:57,36.1651,-86.752,36.1785,-86.7568,15e
2015-02-27_13:58:23,36.1776,-86.6762,36.1593,-86.7107,9b4
2015-02-21_06:58:43,36.1583,-86.7567,36.1608,-86.7655,0ca
2015-02-07_04:08:39,36.1556,-86.715,36.1536,-86.7294,690
2015-02-27_22:50:20,36.1618,-86.665,36.1675,-86.6574,158
2015-02-15_06:18:22,36.156,-86.7318,36.1628,-86.7372,3d8
2015-02-12_22:08:51,36.1693,-86.753,36.1673,-86.7058,f92
2015-02-25_05:17:46,36.1636,-86.7464,36.1692,-86.6789,a1a
2015-02-06_02:21:04,36.1667,-86.7521,36.1659,-86.7414,018
2015-02-23_23:26:34,36.1734,-86.6669,36.1835,-86.6764,072
2015-02-09_15:17:21,36.1814,-86.6779,36.1676,-86.6854,6ec
2015-02-15_03:00:05,36.1804,-86.6914,36.156,-86.731,89e
2015-02-21_01:33:04,36.1867,-86.7259,36.1941,-86.7059,9e2
2015-02-05_23:55:43,36.166,-86.7412,36.1683,-86.7523,47c
2015-02-15_05:52:46,36.158,-86.7017,36.1653,-86.7326,460
2015-02-04_23:28:00,36.1828,-86.7223,36.1657,-86.7419,ad2
2015-02-07_00:55:18,36.1518,-86.7296,36.1568,-86.7377,2e4
2015-02-24_00:26:06,36.1694,-86.6995,36.1727,-86.6653,cca
2015-02-11_20:57:29,36.1886,-86.704,36.17,-86.687,360
2015-02-14_00:14:37,36.1583,-86.7636,36.1726,-86.7735,9dc
2015-02-05_15:19:28,36.1777,-86.6867,36.1665,-86.687,3de
2015-02-01_03:43:25,36.1628,-86.6996,36.1565,-86.7371,c98
2015-02-01_07:20:14,36.1676,-86.7032,36.1711,-86.7419,440
2015-02-12_10:22:29,36.1892,-86.6974,36.1784,-86.786,728
2015-02-08_05:47:21,36.1668,-86.7531,36.1733,-86.7547,2b2
2015-02-16_17:11:03,36.1777,-86.6686,36.1637,-86.7479,6dc
2015-02-02_20:00:27,36.168,-86.7026,36.1645,-86.7471,87c
2015-02-20_18:15:47,36.1803,-86.7574,36.1898,-86.6979,5a6
2015-02-08_03:20:54,36.18,-86.6621,36.18,-86.6622,864
2015-02-20_17:52:21,36.1696,-86.7476,36.1669,-86.757,934
2015-02-08_06:54:48,36.175,-86.7361,36.1731,-86.6807,bfa
2015-02-24_21:45:28,36.1676,-86.7028,36.1641,-86.7295,03e
2015-02-21_09:11:00,36.1682,-86.7016,36.1832,-86.6833,7f2
2015-02-01_00:28:02,36.1627,-86.7358,36.1519,-86.7152,85c
2015-02-01_05:25:25,36.1646,-86.6997,36.164,-86.7118,130
2015-02-22_01:02:41,36.1705,-86.6937,36.1781,-86.6748,dac
2015-02-20_19:48:48,36.1696,-86.6671,36.1674,-86.6859,f9c
2015-02-27_01:29:19,36.1638,-86.6985,36.1557,-86.7112,026
2015-02-19_23:39:11,36.1723,-86.6867,36.175,-86.6959,83a
2015-02-13_19:25:47,36.163,-86.7,36.183,-86.6712,3be
2015-02-10_17:41:55,36.1764,-86.7316,36.186,-86.6829,306
2015-02-09_17:57:09,36.1643,-86.6651,36.1667,-86.6881,76c
2015-02-18_02:58:09,36.1635,-86.7421,36.1561,-86.7309,a2e
2015-02-26_13:58:24,36.1791,-86.7312,36.1678,-86.7506,69c
2015-02-18_18:03:50,36.1633,-86.7418,36.1686,-86.7354,e68
2015-02-04_14:33:11,36.1675,-86.7532,36.1748,-86.7245,11c
2015-02-12_21:38:55,36.1773,-86.749,36.1667,-86.7504,b44
2015-02-02_04:49:00,36.1713,-86.7062,36.1653,-86.7008,862
2015-02-12_13:51:57,36.154,-86.7352,36.165,-86.7475,de6
2015-02-28_03:41:20,36.1804,-86.6923,36.1758,-86.6771,c6a
2015-02-17_06:13:06,36.1926,-86.7076,36.1763,-86.6785,c72
2015-02-03_14:55:00,36.1696,-86.7016,36.1776,-86.6867,aee
2015-02-07_21:21:36,36.166,-86.741,36.177,-86.7304,d6c
2015-02-18_13:44:21,36.1767,-86.7576,36.1669,-86.7464,dc2
2015-02-21_00:12:08,36.1798,-86.7498,36.1718,-86.7465,962
2015-02-14_20:28:22,36.1795,-86.684,36.1712,-86.6853,05c
2015-02-17_12:36:26,36.1724,-86.6958,36.1672,-86.6986,7c0
2015-02-08_04:23:44,36.1676,-86.703,36.1756,-86.6982,c10
2015-02-08_04:25:39,36.1709,-86.6767,36.1701,-86.6861,152
2015-02-07_12:54:30,36.1801,-86.6794,36.1694,-86.7481,416
2015-02-07_00:55:42,36.1789,-86.7292,36.167,-86.7515,8c0
2015-02-07_06:27:27,36.1559,-86.7312,36.1491,-86.7156,8dc
2015-02-21_05:53:11,36.1715,-86.7616,36.1878,-86.7104,6e8
2015-02-07_06:24:57,36.1679,-86.703,36.1779,-86.6697,aee
2015-02-18_01:41:45,36.1632,-86.7401,36.1548,-86.7155,a94
2015-02-07_19:57:34,36.1681,-86.6824,36.171,-86.7089,246
2015-02-07_01:42:39,36.1695,-86.748,36.1803,-86.6789,416
2015-02-20_13:41:50,36.1509,-86.7211,36.1626,-86.742,afa
2015-02-11_22:51:25,36.1701,-86.6869,36.1655,-86.7051,ac0
2015-02-18_00:17:32,36.161,-86.7569,36.1696,-86.7015,cd2
2015-02-19_12:19:47,36.1693,-86.7446,36.1664,-86.7544,7c0
2015-02-06_00:02:20,36.1541,-86.7166,36.1644,-86.7523,8ea
2015-02-21_18:55:55,36.1506,-86.7114,36.1625,-86.737,b0e
2015-02-15_01:11:40,36.1805,-86.6583,36.1686,-86.7511,b12
2015-02-17_05:14:48,36.2005,-86.6964,36.2018,-86.6738,e64
2015-02-15_09:48:54,36.153,-86.7355,36.153,-86.7355,aee
2015-02-14_06:39:52,36.1537,-86.6842,36.1805,-86.6834,dde
2015-02-15_01:12:35,36.1548,-86.7304,36.1554,-86.7204,714
2015-02-19_05:44:43,36.1693,-86.7042,36.1674,-86.7141,30e
2015-02-13_17:55:36,36.1799,-86.6821,36.17,-86.6864,2a6
2015-02-01_07:40:35,36.156,-86.7379,36.1664,-86.7348,24c
2015-02-20_21:51:10,36.1823,-86.7657,36.1856,-86.7108,d58
2015-02-04_03:08:34,36.1675,-86.6852,36.1758,-86.6782,a50
2015-02-28_18:34:20,36.1647,-86.7519,36.1698,-86.7445,590
2015-02-28_02:09:49,36.1546,-86.7145,36.1715,-86.7427,59a
2015-02-21_16:47:53,36.18,-86.6507,36.167,-86.7458,6b0
2015-02-13_00:21:33,36.1736,-86.6772,36.1674,-86.6804,7d0
2015-02-19_16:40:37,36.1853,-86.6815,36.1674,-86.6859,c52
2015-02-06_23:39:58,36.1799,-86.7644,36.156,-86.727,a16
2015-02-26_18:40:26,36.1541,-86.7182,36.1633,-86.7347,4e4
2015-02-16_01:41:52,36.1676,-86.7529,36.1811,-86.7647,cfe
2015-02-28_03:55:30,36.1718,-86.6541,36.1543,-86.7139,0b6
2015-02-08_03:58:34,36.1544,-86.7115,36.1557,-86.7243,54a
2015-02-22_02:44:55,36.1687,-86.6986,36.1736,-86.6904,ad0
2015-02-06_08:40:09,36.2002,-86.7614,36.164,-86.7478,1d2
2015-02-28_04:24:30,36.179,-86.6755,36.1559,-86.7285,f38
2015-02-23_11:42:15,36.1538,-86.7429,36.188,-86.6811,01e
2015-02-24_23:12:29,36.1723,-86.7414,36.1683,-86.7522,372
2015-02-21_03:14:03,36.1823,-86.6677,36.1763,-86.6764,64e
2015-02-14_07:14:32,36.1802,-86.6743,36.1758,-86.6984,cb8
2015-02-07_03:49:59,36.1651,-86.7501,36.1563,-86.7375,712
2015-02-09_04:48:27,36.1545,-86.7344,36.1572,-86.7236,0bc
2015-02-20_06:36:20,36.1548,-86.7228,36.1625,-86.7374,d96
2015-02-13_06:50:32,36.1869,-86.697,36.1819,-86.6658,380
2015-02-18_22:53:54,36.1846,-86.719,36.2003,-86.7167,a50
2015-02-19_21:24:52,36.1807,-86.7535,36.148,-86.7412,4c8
2015-02-20_23:16:27,36.1779,-86.7832,36.1667,-86.7534,fb2
2015-02-03_04:26:03,36.1723,-86.6914,36.1725,-86.6915,1d4
2015-02-07_22:31:10,36.1849,-86.6926,36.1763,-86.758,3ac
2015-02-02_03:44:09,36.1637,-86.6965,36.1596,-86.702,62a
2015-02-15_05:19:08,36.1555,-86.7206,36.1772,-86.6975,258
2015-02-12_02:42:31,36.1676,-86.7025,36.1625,-86.7369,01c
2015-02-02_11:22:31,36.1864,-86.6766,36.1701,-86.745,14e
2015-02-06_07:22:11,36.1674,-86.7029,36.171,-86.7066,0fa
2015-02-14_23:39:33,36.185,-86.6641,36.1736,-86.6917,8ba
2015-02-21_13:59:27,36.1961,-86.7072,36.1572,-86.7305,a96
2015-02-12_13:24:33,36.1848,-86.6802,36.1612,-86.6666,044
2015-02-11_00:56:42,36.1685,-86.7525,36.1659,-86.7414,8be
2015-02-23_03:01:30,36.1648,-86.7402,36.1792,-86.765,d8c
2015-02-28_23:20:33,36.177,-86.6825,36.1712,-86.7631,ab8
2015-02-18_00:34:25,36.1645,-86.6653,36.1677,-86.6833,45c
2015-02-20_20:09:50,36.1745,-86.735,36.1674,-86.6574,762
2015-02-26_22:57:47,36.1646,-86.7545,36.1804,-86.6724,ae8
2015-02-14_02:16:22,36.1734,-86.755,36.1632,-86.7365,b44
2015-02-21_08:30:30,36.1764,-86.7332,36.1571,-86.7308,6f6
2015-02-22_07:35:41,36.164,-86.7027,36.1626,-86.7375,95c
2015-02-07_03:01:56,36.1558,-86.7115,36.1557,-86.7265,a42
2015-02-06_06:54:49,36.1535,-86.7289,36.1663,-86.6989,a12
2015-02-17_22:35:20,36.1781,-86.7287,36.1724,-86.7413,81a
2015-02-28_03:59:02,36.1763,-86.6684,36.1558,-86.7115,640
2015-02-08_06:43:19,36.1559,-86.7338,36.1649,-86.7003,be8
2015-02-15_01:59:00,36.1518,-86.7174,36.1544,-86.735,e0c
2015-02-19_01:09:30,36.1669,-86.7503,36.1491,-86.6687,f4c
2015-02-22_06:28:39,36.1649,-86.704,36.1788,-86.6935,0b4
2015-02-13_01:37:36,36.1859,-86.6658,36.1756,-86.6952,afa
2015-02-01_03:49:04,36.1626,-86.7368,36.1511,-86.7144,38e
2015-02-01_05:03:22,36.1619,-86.7009,36.1787,-86.6873,3de
2015-02-19_23:40:27,36.1683,-86.7103,36.1551,-86.713,394
2015-02-01_14:30:09,36.1575,-86.7278,36.179,-86.6679,7e8
2015-02-01_02:26:31,36.176,-86.6711,36.1685,-86.7524,420
2015-02-05_23:56:14,36.1776,-86.6867,36.17,-86.6902,5fa
2015-02-05_16:09:52,36.1582,-86.6609,36.1869,-86.7136,e14
2015-02-21_02:22:23,36.1698,-86.6819,36.1714,-86.763,c0a
2015-02-25_15:48:20,36.1626,-86.6652,36.1699,-86.689,3b4
2015-02-15_03:20:28,36.1602,-86.7635,36.176,-86.6775,74a
2015-02-27_19:55:07,36.159,-86.6655,36.1706,-86.687,1da
2015-02-13_17:24:05,36.1645,-86.7514,36.1664,-86.7372,d06
2015-02-25_03:46:04,36.1747,-86.6959,36.1664,-86.6961,e1c
2015-02-22_22:52:30,36.1696,-86.7468,36.1656,-86.7403,df0
2015-02-14_01:57:09,36.1573,-86.725,36.1673,-86.7575,c12
2015-02-15_16:55:00,36.1724,-86.6932,36.1685,-86.7082,b4e
2015-02-02_22:48:51,36.2016,-86.7186,36.1872,-86.6662,cee
2015-02-14_07:28:45,36.1701,-86.7444,36.152,-86.7955,1fa
2015-02-28_03:18:16,36.1707,-86.7092,36.1638,-86.7,a54
2015-02-18_00:45:20,36.166,-86.7413,36.1548,-86.7304,a38
2015-02-01_06:28:54,36.176,-86.6772,36.1963,-86.7046,408
2015-02-22_20:13:24,36.1714,-86.7061,36.1653,-86.7007,862
2015-02-07_04:19:46,36.1775,-86.6855,36.176,-86.6774,77e
2015-02-21_04:36:59,36.1709,-86.6779,36.1681,-86.6825,a7a
2015-02-08_01:57:21,36.1614,-86.7355,36.1561,-86.731,34a
2015-02-22_05:08:18,36.1565,-86.7253,36.164,-86.7084,e64
2015-02-26_14:06:06,36.1807,-86.6678,36.1741,-86.6674,0f8
2015-02-21_03:13:33,36.1551,-86.7117,36.1676,-86.6795,9e0
2015-02-17_03:59:03,36.1628,-86.7298,36.1494,-86.7083,3a8
2015-02-14_05:58:27,36.1559,-86.729,36.1602,-86.7636,74a
2015-02-10_23:02:32,36.166,-86.754,36.1664,-86.7349,2ca
2015-02-11_22:49:57,36.1686,-86.7502,36.1721,-86.7639,f02
2015-02-27_14:54:10,36.1524,-86.7056,36.1614,-86.7114,bf8
2015-02-21_22:06:04,36.1763,-86.7318,36.1668,-86.7506,f76
2015-02-11_16:17:17,36.1859,-86.6829,36.1645,-86.7499,306
2015-02-08_06:12:49,36.1947,-86.7074,36.1508,-86.6617,7c6
2015-02-06_15:27:17,36.1787,-86.6774,36.1787,-86.6774,d1e
2015-02-17_14:48:16,36.1686,-86.7177,36.1673,-86.7031,aea
2015-02-10_05:39:09,36.1695,-86.7422,36.1623,-86.7363,9ea
2015-02-07_04:35:31,36.1764,-86.7332,36.1558,-86.7312,f88
2015-02-05_00:03:55,36.1677,-86.7477,36.1632,-86.7706,aec
2015-02-20_00:02:18,36.155,-86.7278,36.1543,-86.7325,040
2015-02-19_00:21:50,36.1712,-86.6937,36.1667,-86.7044,662
2015-02-21_18:47:19,36.1558,-86.7283,36.1647,-86.74,57c
